v2.id,title,description,preconditions,postconditions,tags,priority,severity,type,behavior,automation,status,is_flaky,layer,steps_type,steps_actions,steps_result,steps_data,milestone_id,milestone,suite_id,suite_parent_id,suite,suite_without_cases,parameters,is_muted
378,"Calculate Flight cost when Miles negative, Date valid and Business  Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""1\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
379,"Calculate Flight cost when Miles negative, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""2\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
380,"Calculate Flight cost when Miles negative, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""6\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
381,"Calculate Flight cost when Miles negative, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""7\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
382,"Calculate Flight cost when Miles negative, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""8\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
383,"Calculate Flight cost when Miles negative, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""29\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
384,"Calculate Flight cost when Miles negative, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""30\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
385,"Calculate Flight cost when Miles negative, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""31\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
386,"Calculate Flight cost when Miles negative, Date valid and Business  Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""89\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
387,"Calculate Flight cost when Miles negative, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""90\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
388,"Calculate Flight cost when Miles negative, Date invalid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""91\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
389,"Calculate Flight cost when Miles negative, Date invalid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""0\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
390,"Calculate Flight cost when Miles negative, Date valid and First  Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""1\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
391,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""2\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
392,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""6\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
393,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""7\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
394,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""8\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
395,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""29\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
396,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""30\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
397,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""31\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
398,"Calculate Flight cost when Miles negative, Date valid and First  Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""89\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
399,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""90\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
400,"Calculate Flight cost when Miles negative, Date valid and First Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""-1\""""
3. ""\""91\""""
4. ""\""First\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
401,"Calculate Flight cost when Miles invalid, Date invalid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""0\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
402,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""1\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
403,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""2\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
404,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""6\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
405,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""7\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
406,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""8\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
407,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""29\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
408,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""30\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
409,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""31\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
410,"Calculate Flight cost when Miles invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""89\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
411,"Calculate Flight cost when invalid, Date valid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""90\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
412,"Calculate Flight cost when Miles invalid, Date invalid and Economy Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""91\""""
4. ""\""Economy\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
413,"Calculate Flight cost when Miles invalid, Date invalid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""0\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
414,"Calculate Flight cost when Miles invalid, Date valid and Business  Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""1\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
415,"Calculate Flight cost when Miles invalid, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""2\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
416,"Calculate Flight cost when Miles invalid, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""6\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
417,"Calculate Flight cost when Miles invalid, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""7\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
418,"Calculate Flight cost when Miles invalid, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""8\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
419,"Calculate Flight cost when Miles invalid, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""29\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
420,"Calculate Flight cost when Miles invalid, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""30\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
421,"Calculate Flight cost when Miles invalid, Date valid and Business Class",,,,,high,minor,functional,negative,to-be-automated,actual,no,unknown,classic,"1. ""\""Go to Application\""""
2. ""\""Enter Miles\""""
3. ""\""Enter Date\""""
4. ""\""Select Class\""""
5. ""\""Click Calculator Button\""""
","1. ""\""Flight Cost Calculator Home Page Display.\""""
2. ""\""System accept input\""""
3. ""\""System accept input\""""
4. ""\""System accept input\""""
5. ""\""The system should display an error message.\""""
","1. ""\""URL\""""
2. ""\""0\""""
3. ""\""31\""""
4. ""\""Business\""""
5. ""\""N\\\/A\""""
",,,1,,Flat Rate,,,no
